ID,kindom,phylum,class,order,family,genus,species
OTU1,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU4,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU6,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,,
OTU7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU8,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU10,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU11,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU12,Bacteria,Chloroflexi,Anaerolineae,WCHB1-50,,,
OTU13,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,
OTU14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU15,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
OTU17,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU18,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU19,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
OTU20,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU21,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU23,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii
OTU24,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU25,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU26,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU27,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU28,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,
OTU30,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU32,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU33,Bacteria,Gemmatimonadetes,Gemm-3,,,,
OTU34,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU36,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,
OTU38,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU39,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU40,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU41,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU43,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,
OTU44,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU45,Bacteria,GN04,GN15,,,,
OTU46,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU47,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU48,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU49,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
OTU50,Bacteria,Chloroflexi,S085,,,,
OTU51,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,,
OTU52,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
OTU53,Bacteria,Proteobacteria,Betaproteobacteria,A21b,UD5,,
OTU54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
OTU55,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
OTU56,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU57,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,,,
OTU58,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
OTU59,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU60,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU61,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU62,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU63,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU64,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU65,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU66,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU67,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU68,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU69,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU70,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU71,Bacteria,OD1,SM2F11,,,,
OTU72,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU73,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU74,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU75,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU76,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU77,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU78,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU79,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU80,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU81,Bacteria,Acidobacteria,iii1-8,32-20,,,
OTU82,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU83,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU84,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU85,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
OTU86,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,
OTU87,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU88,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,
OTU89,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,,
OTU90,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
OTU91,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU92,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU93,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU94,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU95,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,biprosthecium
OTU96,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,
OTU97,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
OTU98,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
OTU99,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU100,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU101,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU102,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU103,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU104,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,
OTU105,Bacteria,AD3,ABS-6,,,,
OTU106,Bacteria,Spirochaetes,[Leptospirae],[Leptospirales],Leptospiraceae,Turneriella,
OTU107,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU108,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU109,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU110,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU111,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU112,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU113,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
OTU114,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Segetibacter,
OTU115,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU116,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU117,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU118,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU119,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
OTU120,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU121,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU122,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
OTU123,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU124,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU125,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU126,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU127,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
OTU128,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU129,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,
OTU130,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU131,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
OTU132,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,KD1-23,
OTU133,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU134,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,
OTU135,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU136,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU137,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU139,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU140,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU141,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU143,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU144,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU145,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU146,Bacteria,Planctomycetes,OM190,agg27,,,
OTU147,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU148,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU149,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU150,Bacteria,Chloroflexi,S085,,,,
OTU151,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU152,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,,
OTU153,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
OTU154,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU155,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU156,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU157,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU158,Bacteria,TM6,SJA-4,,,,
OTU159,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU160,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis
OTU161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU162,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU163,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis
OTU164,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
OTU165,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU166,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU167,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU168,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU169,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
OTU170,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
OTU171,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU173,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],GOUTA19,
OTU174,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
OTU175,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii
OTU176,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
OTU177,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU178,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU179,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU180,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
OTU181,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,
OTU182,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU183,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
OTU184,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
OTU185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU186,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
OTU187,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU188,Bacteria,TM7,TM7-3,Blgi18,,,
OTU189,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU190,Bacteria,Chlorobi,OPB56,,,,
OTU191,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,
OTU192,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,
OTU193,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU194,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
OTU195,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU197,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU198,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,
OTU199,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU200,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],,,
OTU201,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU202,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU203,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU204,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
OTU205,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
OTU206,Bacteria,Armatimonadetes,Armatimonadia,FW68,,,
OTU207,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU208,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU209,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU210,Bacteria,Chloroflexi,Ellin6529,,,,
OTU211,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU212,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU213,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU214,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU215,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU216,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU217,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU218,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU219,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,,
OTU220,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU221,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,,
OTU222,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,,,
OTU223,Bacteria,Chloroflexi,S085,,,,
OTU224,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
OTU225,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU226,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU227,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU228,Bacteria,Gemmatimonadetes,Gemm-5,,,,
OTU229,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU230,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU231,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU232,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
OTU234,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU235,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU236,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
OTU237,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU238,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU239,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU240,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU241,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,
OTU242,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU243,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,
OTU244,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Mamiellaceae,,
OTU245,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
OTU246,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,,,
OTU247,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU248,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,paradoxus
OTU249,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
OTU250,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Segetibacter,
OTU251,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU252,Bacteria,OD1,,,,,
OTU253,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU254,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU255,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU256,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU257,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU258,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU259,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU260,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU261,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU262,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU263,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU264,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU265,Bacteria,TM7,TM7-1,,,,
OTU266,Bacteria,TM7,TM7-3,,,,
OTU267,Bacteria,Chloroflexi,S085,,,,
OTU268,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU269,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU270,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU271,Bacteria,Gemmatimonadetes,Gemm-5,,,,
OTU272,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
OTU273,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU274,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU275,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU276,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
OTU277,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU278,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU279,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU280,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU281,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
OTU282,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU283,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU284,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU285,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,,,
OTU286,Bacteria,Chloroflexi,Anaerolineae,WCHB1-50,,,
OTU287,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU288,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],,,
OTU289,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,,
OTU290,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU291,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,,,
OTU292,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU293,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU294,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
OTU296,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU297,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU298,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU299,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU300,Bacteria,Acidobacteria,Solibacteres,Solibacterales,PAUC26f,,
OTU301,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU302,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU303,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
