ID,kindom,phylum,class,order,family,genus,species
OTU304,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
OTU305,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU307,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],R4-41B,,
OTU308,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU309,Bacteria,Acidobacteria,TM1,,,,
OTU310,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU311,Bacteria,Acidobacteria,EC1113,,,,
OTU312,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU314,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU315,Bacteria,Chloroflexi,Ellin6529,,,,
OTU316,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
OTU317,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU318,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU319,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU320,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,
OTU321,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU322,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
OTU323,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU324,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU325,Bacteria,Chloroflexi,Anaerolineae,envOPS12,,,
OTU326,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU327,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU328,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU329,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU330,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU331,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU332,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU333,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU334,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU335,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,
OTU336,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU337,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU338,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU339,Bacteria,Chloroflexi,P2-11E,,,,
OTU340,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU341,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU342,Bacteria,Proteobacteria,Betaproteobacteria,SBla14,,,
OTU343,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
OTU344,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU345,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU346,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU347,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU348,Bacteria,Acidobacteria,Solibacteres,Solibacterales,PAUC26f,,
OTU349,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU350,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU351,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU352,Bacteria,Chloroflexi,Anaerolineae,S0208,,,
OTU353,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU354,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,
OTU355,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria,
OTU356,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU357,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU358,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU359,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU360,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,[Leptospirillaceae],,
OTU361,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,MND4,,
OTU362,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU363,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU364,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU365,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU366,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU368,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU369,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU370,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,
OTU371,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU372,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU373,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU374,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU375,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,
OTU376,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU377,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU378,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU379,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
OTU380,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU381,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU382,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU383,Bacteria,Acidobacteria,iii1-8,32-20,,,
OTU384,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU385,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU386,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU387,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU388,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU390,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU391,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU392,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU393,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU394,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
OTU395,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU396,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
OTU397,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
OTU398,Bacteria,Chlorobi,OPB56,,,,
OTU399,Bacteria,Chlorobi,SJA-28,,,,
OTU400,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU401,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paucibacter,
OTU402,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU403,Bacteria,FBP,,,,,
OTU404,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU405,Bacteria,TM7,SC3,,,,
OTU406,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU407,Bacteria,Acidobacteria,[Chloracidobacteria],DS-100,,,
OTU408,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,,,
OTU409,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
OTU410,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU411,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU412,Bacteria,Planctomycetes,OM190,,,,
OTU413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
OTU414,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU415,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU416,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU417,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU418,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
OTU419,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU420,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU421,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU422,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,FFCH7168,,
OTU423,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU424,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU425,Bacteria,Chloroflexi,Anaerolineae,SHA-20,,,
OTU426,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU427,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU428,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU429,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU430,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU431,Bacteria,OD1,ZB2,,,,
OTU432,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU433,Bacteria,OD1,ZB2,,,,
OTU434,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU435,Bacteria,Chloroflexi,Anaerolineae,S0208,,,
OTU436,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU437,Bacteria,OD1,ZB2,,,,
OTU438,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU439,Bacteria,Chlorobi,OPB56,,,,
OTU440,Bacteria,Chloroflexi,Ellin6529,,,,
OTU441,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU442,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU443,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU444,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU445,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU446,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU447,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU448,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU449,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU450,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
OTU451,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,,,
OTU452,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU453,Bacteria,WS3,PRR-12,Sediment-1,CV106,,
OTU454,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
OTU455,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
OTU456,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU457,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU458,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU459,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU460,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU461,Bacteria,OD1,SM2F11,,,,
OTU462,Bacteria,Chloroflexi,S085,,,,
OTU463,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU464,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU465,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU466,Bacteria,Planctomycetes,C6,d113,,,
OTU467,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU468,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
OTU469,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii
OTU470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU471,Bacteria,TM7,TM7-3,EW055,,,
OTU472,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU473,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU476,Bacteria,TM6,SJA-4,,,,
OTU477,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
OTU478,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU479,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,
OTU480,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU481,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU482,Bacteria,WPS-2,,,,,
OTU483,Bacteria,Proteobacteria,TA18,CV90,,,
OTU484,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU485,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU486,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU487,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU488,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU489,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU490,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU491,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU492,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU493,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU494,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU495,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU496,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU497,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU498,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU499,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU500,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU501,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU502,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU503,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pelosinus,
OTU504,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU505,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU506,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Georgfuchsia,toluolica
OTU507,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU508,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,,
OTU509,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU510,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU511,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,siberiense
OTU512,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU513,Bacteria,Chloroflexi,Chloroflexi,AKIW781,,,
OTU514,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU515,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU516,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,
OTU517,Bacteria,TM6,SJA-4,S1198,,,
OTU518,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU519,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,
OTU520,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU521,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU522,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
OTU523,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,,
OTU524,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU525,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU526,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU527,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
OTU528,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU529,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],,
OTU530,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU531,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU532,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU533,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU534,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU535,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU536,Bacteria,Verrucomicrobia,[Methylacidiphilae],Methylacidiphilales,,,
OTU537,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
OTU538,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU539,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
OTU540,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU541,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,
OTU542,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU543,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU544,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU545,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU546,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
OTU547,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
OTU548,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU549,Bacteria,Chloroflexi,C0119,,,,
OTU550,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU551,Bacteria,Acidobacteria,TM1,,,,
OTU552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU553,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU554,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU555,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU556,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU557,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,,
OTU558,Bacteria,WS2,SHA-109,,,,
OTU559,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU560,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,,
OTU561,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU562,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU563,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU564,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
OTU565,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU566,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
OTU567,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
OTU568,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
OTU569,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavihumibacter,
OTU570,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU571,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU572,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU573,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
OTU574,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU575,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU576,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU577,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU578,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU579,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU581,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU582,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
OTU583,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
OTU584,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU585,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU586,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU587,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU588,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU589,Bacteria,Chloroflexi,S085,,,,
OTU590,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU591,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU592,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU593,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,,
OTU594,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU595,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU596,Bacteria,FBP,,,,,
OTU597,Bacteria,Chloroflexi,S085,,,,
OTU598,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
OTU599,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU600,Bacteria,TM7,TM7-1,,,,
OTU601,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU602,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus,
OTU603,Bacteria,Chloroflexi,Gitt-GS-136,,,,
OTU604,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU605,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
OTU606,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU607,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Shimazuella,
OTU608,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU609,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU610,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU611,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU612,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU613,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU614,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU615,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU616,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU617,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU618,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU619,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
