ID,M-1,M-2,M-3,M-4,M-5,M-6,M-7,M-8,M-9,M-10,M-11,M-12,M-13,G-1,G-2,G-3,G-4,G-5,G-6,G-7,G-8,G-9,G-10,G-11,G-12,G-13,G-14,G-15,G-16,G-19,G-20,G-21,G-22,G-23,G-24,G-25
OTU1,5,77,9,2,4,10,80,38,43,3,0,1,4,7,4,1,3,0,2,4,4,4,5,8,1,17,0,4,1,1,0,1,24,0,6,11
OTU2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,2,1,0,1,0,0
OTU3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,1,0
OTU5,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,1,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0
OTU6,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU8,3,2,0,3,1,1,6,8,1,3,0,1,2,2,0,4,2,2,6,1,3,1,7,4,2,14,6,8,7,2,3,4,7,6,2,2
OTU9,3,0,0,1,0,0,0,1,0,1,1,3,0,1,1,0,3,1,5,1,1,1,2,2,0,3,4,4,3,3,1,3,0,0,0,1
OTU10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU11,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,0,0
OTU12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0
OTU14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU16,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU17,4,0,2,0,6,1,4,3,9,0,0,0,2,0,0,1,2,0,3,0,0,0,6,2,0,1,0,2,0,0,0,0,5,0,0,3
OTU18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU19,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU20,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
OTU22,0,0,0,0,0,0,40,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0
OTU25,7,22,38,14,36,5,8,4,20,7,8,6,11,65,16,37,25,84,32,42,35,16,54,36,81,10,50,51,46,43,8,7,122,85,122,66
OTU26,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU27,0,1,1,0,0,0,1,3,0,1,0,4,0,0,0,0,0,0,3,1,1,1,2,0,0,2,2,3,1,2,5,6,11,0,0,1
OTU28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0
OTU29,0,1,0,0,0,0,0,0,0,2,0,3,0,2,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,0,0,0,3
OTU30,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
OTU31,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0
OTU32,8,1,2,0,0,2,2,1,1,4,0,3,2,1,2,0,1,1,3,1,3,2,4,6,5,0,1,8,2,1,1,3,3,0,3,6
OTU33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,20,0,1,0,0,3,0,2,1,0,0,0,3,35
OTU34,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,0,0,1,0,6,0,1,2,0,0,6,4,0,0,1,2
OTU35,0,0,4,7,5,1,0,0,1,7,6,1,5,2,3,4,3,1,0,0,2,1,3,5,0,2,1,1,2,2,5,0,0,2,1,0
OTU36,5,22,3,7,1,7,4,0,9,9,4,5,3,6,4,2,4,10,1,11,14,16,14,36,33,43,8,24,14,10,10,12,85,7,16,18
OTU37,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU38,0,0,4,0,0,6,0,4,7,0,2,2,4,2,4,2,2,4,3,1,3,1,0,2,0,5,1,1,3,1,1,1,4,2,1,0
OTU39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
OTU40,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
OTU41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU42,15,2,3,5,2,2,0,13,5,17,13,6,7,9,2,13,18,9,16,6,9,10,17,21,13,6,7,35,11,6,7,15,15,9,8,12
OTU43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1
OTU45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU47,0,1,1,0,2,0,5,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU48,23,0,6,3,8,1,1,7,3,1,0,0,0,0,0,0,1,2,2,1,2,1,0,0,0,0,2,4,1,0,1,5,0,2,1,3
OTU49,18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU50,1,0,3,1,0,1,4,3,1,0,0,1,0,2,0,1,8,2,5,2,0,1,11,3,0,9,3,4,0,1,1,0,1,1,1,1
OTU51,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU53,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU55,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0
OTU56,1,4,0,3,0,0,0,0,0,6,1,7,0,4,0,4,4,3,2,0,1,1,3,0,1,1,4,6,0,3,2,3,3,4,9,5
OTU57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0
OTU58,2,13,16,1,3,4,6,7,34,0,8,2,9,10,11,9,14,6,12,2,6,2,15,13,2,30,8,31,10,2,2,1,45,2,7,7
OTU59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,8,0,0,1,0,0,0,0,1
OTU60,2,28,1,4,0,0,13,0,39,6,7,2,1,4,0,0,3,0,2,0,0,0,6,3,3,11,1,2,1,0,1,1,7,1,1,3
OTU61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU62,1,2,0,0,2,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU63,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU64,0,0,1,0,1,2,0,9,0,1,13,0,1,2,0,6,0,0,0,0,0,0,8,5,0,1,0,10,0,0,2,0,0,1,0,0
OTU65,4,0,0,4,0,2,0,1,1,1,0,4,0,2,1,3,4,1,6,2,1,1,2,3,1,0,4,3,4,0,4,3,0,3,4,2
OTU66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU67,29,12,11,9,12,14,3,19,43,15,2,34,13,56,8,20,431,17,22,28,10,19,72,35,12,64,21,108,16,21,12,33,48,24,25,75
OTU68,3,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1
OTU69,0,2,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0
OTU70,3,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,5,0,0,0,1,1,2,2,8,1,0,3,1,0,1,4,2,3,1
OTU71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU72,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU74,0,0,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
OTU76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU77,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
OTU78,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
OTU79,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,1,0,0,2,0,3,0,0,1,0,1,0,0,0
OTU80,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU81,9,19,1,1,6,10,21,14,37,0,0,0,5,0,2,2,0,1,0,0,1,0,1,1,0,7,1,2,0,0,0,0,10,1,3,0
OTU82,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU83,3,57,141,1,43,21,55,8,81,3,4,1,78,34,58,14,16,23,10,10,14,7,20,22,3,40,8,25,11,1,0,1,31,8,21,17
OTU84,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,3,0,0,0,0,0,2
OTU85,0,0,1,0,0,0,2,3,2,4,0,0,0,2,0,0,3,0,0,0,0,0,1,0,1,3,0,6,0,0,0,1,2,0,0,3
OTU86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU87,6,6,2,5,1,8,4,10,36,17,8,9,5,12,4,8,29,5,19,7,5,7,22,25,23,28,7,35,10,8,12,10,27,2,7,12
OTU88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU89,0,6,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU92,0,0,2,2,0,1,0,0,1,6,18,2,4,9,4,2,13,0,0,5,3,1,8,17,6,11,3,3,7,3,1,1,6,2,5,8
OTU93,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU94,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU95,1,1,0,0,0,2,2,1,4,0,0,1,1,0,3,0,0,1,2,0,4,0,6,2,2,2,1,2,0,1,3,0,3,0,1,1
OTU96,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,5,0,1,0,0,2,0,0,0,1,0,1,0,1
OTU97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,1,0,0,0,0,2,0,2,0,0,0,0,0
OTU98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0
OTU99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU100,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU101,0,0,0,0,0,0,0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,3,0,0
OTU102,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU103,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0
OTU104,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU105,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU106,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0
OTU107,0,0,0,0,2,0,0,1,9,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,2,0,0
OTU108,10,7,10,4,5,4,3,7,5,8,1,2,5,17,10,7,9,18,5,14,6,6,4,19,8,0,15,5,6,9,0,3,3,15,18,12
OTU109,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,2,2,0,1,0,1,3,8,0,0,2,5,1,1,0,3,1,1,0,3
OTU110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU111,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
OTU112,122,1,0,3,0,0,0,0,0,9,1,9,0,33,0,5,5,6,0,4,2,7,31,9,27,0,1,6,2,5,20,9,0,10,7,28
OTU113,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU115,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
OTU117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU118,0,1,0,2,0,4,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,2,2,2,1,2,0,1,1,0,2,2,0,0
OTU119,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU120,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,6,3,1,0,0,3,15,4,3,7,12,0,2,0,1,1,2,6,14
OTU121,9,17,12,9,11,10,5,6,30,8,47,10,22,28,34,5,25,5,19,19,9,12,16,72,13,31,4,12,17,12,16,8,15,2,4,32
OTU122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU123,0,0,0,5,1,0,0,17,0,3,1,1,0,0,0,1,1,6,6,2,1,1,1,2,8,1,5,9,3,4,2,2,1,0,2,2
OTU124,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,3,1,0,0
OTU125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
OTU126,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU127,0,0,0,0,0,0,0,0,1,1,0,1,0,10,0,0,1,1,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,1,2,30
OTU128,0,2,5,0,7,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,7,0,4,2,0,0,0,0,1,0,0
OTU129,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU130,0,15,3,2,2,4,0,4,8,5,4,2,3,0,18,1,4,3,9,1,0,1,12,3,1,10,3,5,3,1,1,8,13,2,4,1
OTU131,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,1,1,0,0,2,1,0,0,4,0,0,3,2,0,1,0,9
OTU132,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU133,0,0,1,0,0,1,0,0,3,2,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0
OTU134,0,0,1,0,1,0,0,1,5,0,0,0,2,0,0,1,3,1,8,0,0,0,7,1,0,7,4,5,2,0,0,0,6,1,6,1
OTU135,0,0,0,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0
OTU138,0,2,0,0,2,2,0,0,1,1,0,1,2,2,4,0,2,0,0,0,2,1,2,5,3,3,2,3,1,2,1,0,5,0,0,0
OTU139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU140,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU142,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
OTU143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU144,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,3
OTU145,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,0,3,1,0,1,0,1,5,0,0,1,2,0,0,1,1
OTU146,0,2,1,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,9,2,1,3,0,1,1,1,0,0,1,0,0,0
OTU147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OTU148,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,0,1,4,3,2,0,0,0,0,0
OTU149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU150,6,1,0,4,1,0,2,2,5,4,2,3,1,5,0,1,4,0,0,2,2,1,1,12,5,5,0,12,3,1,3,0,3,1,3,8
OTU151,5,17,2,3,3,4,10,9,19,0,1,2,2,10,2,5,10,4,1,1,2,3,17,16,17,15,4,31,7,2,6,4,26,14,14,26
OTU152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU154,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU155,0,0,0,2,0,0,0,1,0,1,0,6,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,3,0,0,0,2,1,0,0,0
OTU156,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
OTU157,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU158,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU162,2,0,0,5,0,0,0,0,0,0,2,4,1,0,2,2,0,4,2,0,0,0,0,0,20,0,2,0,6,19,12,7,2,12,8,0
OTU163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU164,22,16,2,9,0,2,9,15,18,41,12,16,4,2,0,7,2,3,5,9,4,14,10,25,49,20,1,21,3,7,15,18,9,1,2,7
OTU165,1,1,0,5,0,0,0,0,0,1,0,0,0,2,2,2,2,0,0,5,1,4,3,4,17,0,0,1,2,3,3,2,0,0,1,2
OTU166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
OTU169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,1
OTU170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU171,0,8,0,0,1,1,34,0,29,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0
OTU173,1,5,0,0,0,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU174,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
OTU175,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0
OTU176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU177,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,8,3,1,3,8,3,0,0,2,7,0,0,1,1,0,2,0,5
OTU178,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU179,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,2,1,0,0,0,0,4,0,0,1,2,0,0,0,2
