ID,M-1,M-2,M-3,M-4,M-5,M-6,M-7,M-8,M-9,M-10,M-11,M-12,M-13,G-1,G-2,G-3,G-4,G-5,G-6,G-7,G-8,G-9,G-10,G-11,G-12,G-13,G-14,G-15,G-16,G-19,G-20,G-21,G-22,G-23,G-24,G-25
OTU3855,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3856,0,0,0,0,1,0,0,0,0,7,2,5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,3,1,0,0,0,0
OTU3857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU3861,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3862,2,2,1,0,0,0,4,2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,1
OTU3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU3864,3,0,0,1,0,0,0,2,1,0,2,1,0,3,0,2,9,8,1,2,0,0,5,2,1,1,2,1,2,1,1,3,0,1,0,3
OTU3865,0,3,0,4,0,0,0,0,0,8,3,0,0,0,0,0,2,0,0,3,2,2,0,2,39,0,1,1,1,7,4,1,0,2,1,19
OTU3866,5,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0
OTU3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
OTU3869,0,2,0,1,0,0,1,0,3,1,1,5,0,1,0,0,1,0,0,0,0,1,2,2,0,0,0,6,0,2,5,0,3,0,1,4
OTU3870,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU3871,8,3,0,7,0,4,0,6,1,9,9,3,0,0,0,2,6,3,0,1,5,1,9,4,64,3,0,2,5,5,2,1,15,1,4,17
OTU3872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3873,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU3874,9,6,3,10,0,4,1,5,8,3,3,3,1,27,8,12,23,8,13,13,6,8,22,14,9,4,9,9,7,18,6,9,15,22,12,11
OTU3875,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3876,0,6,0,0,1,1,11,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
OTU3877,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3878,0,0,0,0,0,0,0,0,0,3,1,0,1,8,0,0,11,0,0,0,1,1,6,6,17,0,0,3,0,0,1,2,0,1,1,2
OTU3879,4,0,0,3,0,1,0,0,0,11,0,12,0,4,0,1,1,2,0,6,1,15,2,4,15,0,1,4,1,3,15,21,2,0,1,7
OTU3880,9,72,29,0,14,4,100,8,33,0,2,0,6,23,6,0,4,4,2,0,6,2,2,1,4,0,0,3,16,2,0,0,25,10,8,27
OTU3881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU3882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3883,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
OTU3885,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
OTU3886,0,5,0,0,29,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3887,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
OTU3889,1,7,1,0,0,3,6,2,6,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,1,1,2,2,2,0,14,1,1,2
OTU3890,7,2,0,0,2,10,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,1
OTU3891,19,0,0,6,1,1,0,1,0,6,3,15,1,16,3,6,5,8,0,13,7,13,13,7,20,1,13,14,5,14,14,12,2,2,5,15
OTU3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1
OTU3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU3894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3896,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU3898,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
OTU3899,1,0,1,2,0,0,2,2,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,4,3,0,1,0,1,1,2,0,0,0,1
OTU3900,65,25,4,3,2,4,12,70,39,6,3,1,1,45,6,11,69,3,8,1,2,3,31,66,41,63,7,59,4,1,2,3,36,4,3,32
OTU3901,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OTU3902,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
OTU3903,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU3905,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,49,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
OTU3907,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3908,0,16,1,2,0,2,7,4,12,2,2,2,9,1,4,1,12,2,3,1,2,1,10,12,11,14,0,23,2,5,3,2,21,2,2,4
OTU3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU3910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
OTU3911,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
OTU3912,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3913,3,6,0,0,0,0,8,3,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1
OTU3914,6,0,0,2,4,1,0,0,12,0,0,0,0,3,1,1,4,3,0,2,1,0,2,1,1,0,0,3,1,1,2,2,1,2,2,6
OTU3915,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,0,4,0,1,0,0,0,0,2,1,0,1,0,0,1,0,2
OTU3916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU3917,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU3918,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,22,6,1,0,0,0,4,1,3,0
OTU3919,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0
OTU3920,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,3,3,8,0,2,0,0,0,1,3,2,1,0
OTU3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU3922,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
OTU3923,1,1,6,3,14,1,0,0,3,9,5,4,4,15,4,16,13,15,10,1,10,10,19,3,16,2,9,3,18,17,3,1,8,11,20,34
OTU3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1
OTU3925,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU3926,0,16,4,1,1,2,2,0,1,0,0,0,5,2,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,2,1,0,0
OTU3927,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
OTU3928,1,0,2,1,1,2,0,3,0,0,0,2,1,4,0,7,18,2,0,1,9,6,33,7,0,0,1,61,14,18,0,1,0,2,2,1
OTU3929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU3930,3,0,0,0,0,0,0,0,0,1,0,1,1,8,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,3,1,7
OTU3931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3932,0,0,0,2,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OTU3934,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU3935,0,0,0,0,0,0,0,0,0,22,15,13,0,0,0,1,1,0,0,1,0,5,2,1,40,0,0,0,0,6,4,0,0,2,0,2
OTU3936,2,0,0,0,0,0,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3937,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,4,0,0,3,2,0,1,1,1,0
OTU3938,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3
OTU3939,101,43,32,9,5,10,16,37,11,5,11,16,12,116,33,35,143,47,58,55,23,22,73,183,19,115,33,309,19,14,23,50,118,24,41,172
OTU3940,2,0,0,8,1,4,0,1,5,0,0,6,3,2,4,1,5,3,6,3,3,1,3,5,2,4,3,9,3,3,1,1,7,0,3,1
OTU3941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU3942,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2,0
OTU3943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU3944,9,9,2,3,0,4,4,14,3,0,0,2,0,7,1,3,2,4,6,2,4,1,5,3,1,2,2,10,1,0,3,8,15,4,9,2
OTU3945,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,4
OTU3946,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3947,9,0,0,0,0,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
OTU3948,0,0,0,2,0,0,0,0,0,11,3,9,0,14,2,3,8,2,2,3,2,1,14,15,2,0,7,6,3,5,3,0,0,0,1,6
OTU3949,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0
OTU3950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
OTU3951,2,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,2
OTU3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3953,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,0,2,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,1,1,0
OTU3954,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,0,3,0,0,3,9,1,2,1,5,1,0,0,1,1,1,0,0
OTU3955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU3956,0,1,0,1,0,0,1,15,9,2,0,4,0,1,0,0,0,0,4,0,1,1,3,0,0,0,0,10,0,3,5,3,1,1,1,0
OTU3957,1,7,0,0,0,0,17,8,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0
OTU3958,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,2,1,4,0,2,1,0,0,3,0,3,2,4,0,1,1,2
OTU3959,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3960,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3961,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
OTU3962,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU3963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU3964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
OTU3965,0,16,0,1,1,1,29,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
OTU3966,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,4,0,0,0,1,0,0,0,0
OTU3967,0,0,0,0,0,0,4,8,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,0
OTU3968,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,2,1,0
OTU3970,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,1
OTU3971,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU3972,0,15,47,0,2,0,22,8,52,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,1,0
OTU3973,0,0,5,0,0,2,0,0,0,0,0,0,2,4,18,0,2,0,1,0,0,0,1,0,0,6,1,3,9,0,0,0,1,0,0,0
OTU3974,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3975,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU3976,0,0,0,1,0,3,0,4,0,2,0,0,0,0,0,1,2,0,3,0,0,1,9,0,0,1,0,2,0,0,0,1,1,0,0,0
OTU3977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU3978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OTU3979,4,4,0,0,1,1,1,0,0,1,0,1,2,3,0,9,5,4,3,5,0,3,4,1,0,4,5,3,6,0,1,11,5,7,5,4
OTU3980,0,12,4,0,1,3,5,1,5,1,0,0,0,6,0,2,3,1,2,1,2,3,1,3,1,12,0,8,3,0,1,0,6,1,2,1
OTU3981,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,5,0,1,1,1,0,0,0,0
OTU3982,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU3983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
OTU3984,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
OTU3985,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3986,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3987,0,23,6,3,6,3,2,1,2,1,0,0,2,2,4,1,2,0,2,1,1,1,3,18,5,3,3,6,8,2,0,0,12,0,1,0
OTU3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OTU3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU3990,5,9,7,7,1,5,1,1,3,3,1,1,4,14,10,6,23,7,6,8,4,9,19,14,21,9,6,8,12,5,3,8,14,13,7,11
OTU3991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,3,2,0,0,0,1,0,0,0,0,0,1,0
OTU3992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3
OTU3994,1,0,0,0,4,0,1,6,0,0,4,6,3,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,2,2,0,1,0,1,0
OTU3995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU3996,16,0,5,6,1,1,1,0,0,8,6,6,3,13,6,4,12,7,1,11,4,8,24,20,65,0,5,12,12,15,7,5,6,10,10,26
OTU3997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
OTU3999,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4000,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4001,34,61,31,13,20,31,33,17,31,18,28,26,55,124,99,68,132,34,30,53,25,37,95,155,38,85,47,120,68,21,41,35,70,38,41,84
OTU4002,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OTU4003,0,0,0,0,2,0,0,23,0,1,0,2,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0
OTU4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU4005,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
OTU4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
OTU4008,0,8,2,0,1,5,11,1,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,2,1,2,3
OTU4009,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU4012,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU4014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4015,5,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
OTU4016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
OTU4018,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4019,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4021,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,3,0,1,1,0,1,0,1,0,0,0,2,2,0,0,1,0,0,0,0
OTU4022,1,7,14,0,3,0,1,0,3,0,0,0,7,1,5,0,1,2,0,1,8,0,0,0,0,1,5,1,1,0,0,0,9,3,0,1
OTU4023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU4025,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU4026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4027,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4028,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
OTU4029,0,3,0,0,1,0,13,2,14,0,0,0,4,2,0,0,0,1,3,0,0,0,7,0,0,11,1,6,0,0,0,0,5,0,0,1
OTU4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2
OTU4031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
